date,keyword,rank,negative sentiment score
2022-05-26,堵死劣迹艺人变相复出缺口,65,0.5821696519851685
2022-05-19,阿德巴约一级恶意犯规,325,0.33174824714660645
2022-05-19,人生第二次寻子母亲群像好催泪,46,0.3207792043685913
2022-05-19,男子诈骗190万在网上赌博被骗光,216,0.9418221116065979
2022-05-19,粉丝不满经纪公司偷改艺人航班,145,0.9133418202400208
2022-05-19,妇炎洁广告为何令人反感,198,0.822193443775177
2022-05-19,女子举报就诊被医生诱骗保持不当关系,59,0.449579119682312
2022-05-19,美国在台湾问题上实际行动与表态大相径庭,167,0.5737660527229309
2022-05-19,这才是溢出屏幕的尴尬吧,189,0.5839528441429138
2022-05-19,消极比赛被封号玩家起诉腾讯辩称打得菜败诉,187,0.7496387958526611
2022-05-19,以投资墓地为由百余名老人被骗超650万元,302,0.8426472544670105
2022-05-21,你见过最离谱的入学考试,48,0.9156561493873596
2022-05-21,北京管控区垃圾用密闭纸箱包装,128,0.901986300945282
2022-05-21,江苏1500名老人被骗20亿,28,0.8759576082229614
2022-05-21,是心跳说谎,85,0.8052314519882202
2022-05-21,老累,232,0.42073482275009155
2022-05-21,世卫担忧猴痘病毒或已在社区隐匿传播,37,0.32098478078842163
2022-05-21,猴痘会成为下一个大流行病毒吗,6,0.09721440076828003
2022-05-21,韩剧流星,310,0.04528731107711792
2022-05-21,无忧渡,75,0.04102104902267456
2022-05-21,近视手术无法治愈近视,79,0.5404036641120911
2022-05-17,心虚到发抖的柯基,291,0.16888290643692017
2022-05-17,山东泰山俱乐部称郝伟相关传闻不实,39,0.7480332851409912
2022-05-17,老人被骗子洗脑连挂14个反诈电话,86,0.9579254984855652
2022-05-17,老累,136,0.42073482275009155
2022-05-17,永劫无间,134,0.03694432973861694
2022-05-17,妇炎洁广告被指侮辱女性,95,0.8422690629959106
2022-05-17,临死股东大会,226,0.32490575313568115
2022-05-17,为亡母注销手机号被告知需本人办理,143,0.8596544861793518
2022-05-17,逆水寒,155,0.40678781270980835
2022-05-17,垃圾车连人带车倒翻坠入23米垃圾库,164,0.9738581776618958
2022-05-28,上海6人加价卖菜非法获利50万被抓,145,0.4665104150772095
2022-05-28,景甜广告代言违法细节,106,0.07625210285186768
2022-05-28,韩剧流星,20,0.04528731107711792
2022-05-28,专家称教材编写仅进行内部审查不合理,169,0.8403934240341187
2022-05-10,美股大跌,270,0.7292172908782959
2022-05-10,无业男子自称公务员多名女子被骗,273,0.8771255016326904
2022-05-10,韩国疑似出现首例儿童不明原因急性肝炎病例,2,0.5068492293357849
2022-05-10,有时家长对孩子冷漠的原因,127,0.0807141661643982
2022-05-10,小学生怕爸妈坐牢转42个红包给骗子,128,0.8024399280548096
2022-05-10,山寨货包装能有多离谱,320,0.9742128849029541
2022-05-10,42岁民警突发疾病殉职,20,0.2981474995613098
2022-05-10,拳头起诉无尽对决抄袭LOL,208,0.6401347517967224
2022-05-10,疫情期间解忧树洞,213,0.2826297879219055
2022-05-10,太生气或引起呼吸性碱中毒,314,0.921524167060852
2023-04-04,300一杯天价柠檬茶商家被罚20万,156,0.9251919388771057
2023-04-04,仅退款是维护消费者权益,105,0.9351730346679688
2023-04-04,鹭卓 抄袭,294,0.9452558755874634
2023-04-04,他是谁评分,187,0.9328030943870544
2023-04-04,家长为14岁娃办清华升学宴发现被骗,269,0.9133554100990295
2023-04-04,离职半个月长出头发了,53,0.920107364654541
2023-04-04,抖音崩了,32,0.9064775109291077
2023-04-04,网购沙发拆开发现是纸片做的,59,0.9106407761573792
2023-04-04,他是谁 烂尾,96,0.9288585782051086
2023-04-03,鹭卓 抄袭,9,0.9452558755874634
2023-04-03,还以为是机甲同步训练,67,0.8397403359413147
2023-04-03,大学生你别太离谱,225,0.8690477013587952
2023-04-03,上班如上坟,100,0.8217841982841492
2023-04-03,李彩桦唱无法原谅,161,0.8308942914009094
2023-04-03,家长为14岁娃办清华升学宴发现被骗,18,0.9133554100990295
2023-04-03,这不是山水画这是中国山河,73,0.9009755849838257
2023-04-03,吃过一次不想再吃的食物,194,0.825774073600769
2023-04-03,一图看懂海南全岛封关意味着什么,4,0.8120653033256531
2022-05-11,迟到的恋人阵容,222,0.20197618007659912
2022-05-11,当00后医生的医术被质疑时,220,0.06914222240447998
2022-05-11,韩国疑似出现首例儿童不明原因急性肝炎病例,266,0.5068492293357849
2022-05-11,趴桌午睡会加重疲惫感,135,0.4679452180862427
2022-05-11,现在流氓软件有多离谱,143,0.5541008710861206
2022-05-11,男子开赌气车狂飙致妻子死亡,11,0.361996054649353
2022-05-11,做医美失败是一种什么体验,67,0.7253811359405518
2022-05-11,难哄,3,0.8475776314735413
2022-05-11,女子中的尾号6666车牌离奇失踪,29,0.6301046013832092
2022-05-16,这张迟到70多年的结婚照让人破防,280,0.3707597851753235
2022-05-16,心虚到发抖的柯基,29,0.16888290643692017
2022-05-16,乘风破浪宣传片疑似抄袭,77,0.8517106175422668
2022-05-16,杭州大妈跳本草纲目反诈版,174,0.25601816177368164
2022-05-16,阮一微博被禁言半年,69,0.44406670331954956
2022-05-16,斗鱼一主播被举报直播不雅低俗内容,13,0.4581601619720459
2022-05-16,超6成胃癌与幽门螺杆菌相关,268,0.720048189163208
2022-05-16,感染幽门螺杆菌者胃癌风险翻倍,144,0.3632751703262329
2022-05-16,豆瓣崩了,199,0.8503484725952148
2022-05-20,重庆侧翻客车司机曾3次关闭定位,46,0.8223451375961304
2022-05-20,北京社会面依然存在隐匿传播风险,128,0.6840486526489258
2022-05-20,男子诈骗137万抵押贷款50多万埋地下,281,0.7765065431594849
2022-05-20,老累,241,0.42073482275009155
2022-05-20,北京昨日检测出1管十混一阳性,298,0.8012164235115051
2022-05-20,Steam崩了,39,0.5559455752372742
2022-05-20,经纪人称被陈志朋拖欠佣金,60,0.45842206478118896
2022-05-20,狂炫米饭的把子肉,279,0.011739492416381836
2022-05-20,无忧渡,252,0.04102104902267456
2022-05-27,小伙耳朵半夜爬进蟑螂钻心疼痛,251,0.684362530708313
2022-05-27,杭州下沙连环杀人系谣言,129,0.8721187710762024
2022-05-27,乘风破浪淘汰,115,0.7971881031990051
2022-05-27,韩剧流星,35,0.04528731107711792
2022-05-27,喻言直播回应新歌质疑,262,0.11476999521255493
2022-05-27,堵死劣迹艺人变相复出缺口,267,0.5821696519851685
2022-05-18,央视起底寄拍模特骗局,61,0.7863350510597229
2022-05-18,大妈40秒内3次违反交规被撞飞担全责,101,0.41941291093826294
2022-05-18,北京社会面仍发现零星散发病例,114,0.3735855221748352
2022-05-18,崩坏IP新游开测,68,0.7742875218391418
2022-05-18,腾讯起诉vivo不正当竞争,18,0.8849865794181824
2022-05-18,广州移动回应为亡母注销手机号被告知需本人办理,240,0.8915040493011475
2022-05-18,郑业成新剧沉浸式催眠,179,0.012310504913330078
2022-05-18,不明病因儿童肝炎病例因何异常增多,124,0.31129711866378784
2022-05-18,这小肚子不扁下去是不行了,112,0.39761555194854736
2022-05-18,整个工地除负责人外全参与监守自盗,60,0.9599743485450745
2022-05-05,印度波音737降落时突发故障,284,0.6931583881378174
2022-05-05,主人叫专车接狗疑被放后备箱憋闷致死,136,0.928349494934082
2022-05-05,消防员抓眼镜蛇抓了个寂寞,151,0.31677502393722534
2022-05-05,谷爱凌说最糟糕的失败是没有尝试,42,0.898213803768158
2022-05-05,重生之门月神之泪,333,0.04346340894699097
2022-05-05,郑州一超市价格欺诈被罚10万元,37,0.9420280456542969
2022-05-05,庄文杰可怜,17,0.4697757363319397
2022-05-05,男孩无聊7楼扔鸡蛋砸肿6岁娃胳膊,174,0.3668992519378662
2022-05-05,关于核酸检测的四大谣言,72,0.04351913928985596
2022-05-02,格林二级恶意犯规,234,0.06902748346328735
2022-05-02,印尼通报三名儿童死于不明原因急性肝炎,11,0.25597113370895386
2022-05-02,社交恐惧症也是一种精神类疾病,162,0.04682046175003052
2022-05-02,煤气罐滚落女子飞奔拦下,25,0.43537795543670654
2022-05-02,狗里狗气的小熊猫,242,0.8713933825492859
2022-05-02,大猪小猪落狱盘,285,0.42114949226379395
2022-05-02,网曝物业员工在业主车下安不明装置,227,0.5467075705528259
2022-05-02,难听,22,0.9769797325134277
2022-05-02,下午3点到5点情绪最差,9,0.5497400164604187
2023-04-10,你是什么门,28,0.912764310836792
2023-04-10,容易出错的跑姿你中招了吗,180,0.8887478113174438
2023-04-10,发明调休的 建议您两天都不要进餐,143,0.9435809254646301
2023-04-10,上海海事大学称举报均不属实,126,0.8992100954055786
2023-04-10,放个屁风筝,61,0.9574119448661804
2023-04-10,竹筒奶茶 发霉,49,0.9338889718055725
2023-04-10,网购别再只会看销量了,23,0.9255238175392151
2023-04-10,顾客称吃85度C三明治发现番茄长毛,297,0.9304172992706299
2023-04-10,除了卡针还能用什么取SIM卡,111,0.9214188456535339
2023-04-17,游客淄博买饼被宰网友转账补差价,260,0.9406189322471619
2023-04-17,假球 消极比赛,190,0.9533632397651672
2023-04-17,陈都灵方否认恶意炒作,27,0.8381102085113525
2023-04-17,什么是智能汽车天花板,107,0.8924320936203003
2023-04-17,流水落花,313,0.8686556220054626
2023-04-17,侮辱诽谤他人有哪些法律后果,33,0.880200207233429
2023-04-17,字母哥背部挫伤,288,0.8418444395065308
2023-04-17,觉得饭不好吃告诉老板丢人吗,146,0.9114291667938232
2023-04-17,豆瓣崩了,221,0.8503484725952148
2023-04-28,杰克辣条B站账号被贴上违法标签,127,0.8726025819778442
2023-04-28,逆水寒手游,226,0.8927918672561646
2023-04-28,MSI赛区垃圾话,169,0.8314499855041504
2023-04-28,声生不息,76,0.8612478971481323
2023-04-28,为什么熟人性侵高发,181,0.8509252071380615
2023-04-28,店家回应115元8个串骂顾客穷,248,0.9144325256347656
2023-04-28,北京已严重拥堵,12,0.8489208221435547
2023-04-28,INTO1无效解散,303,0.8324602842330933
2023-04-21,哇唧唧哇 空座,3,0.7837206721305847
2023-04-21,骑手你是开花车过来的吗,299,0.8804150819778442
2023-04-21,喜欢和不喜欢的区别很明显,255,0.831881046295166
2023-04-21,千万不要学博主穿丝巾,293,0.7572491765022278
2023-04-21,简历造假让我碰见了,129,0.9529534578323364
2023-04-21,澹台烬醋坛子炸了,247,0.7666493058204651
2023-04-21,中方要求韩方在台湾问题上谨言慎行,9,0.7668476104736328
2023-04-21,伦纳德缺席,269,0.8024353981018066
2023-04-21,宝马欧股跌超3%,261,0.8254499435424805
2023-04-21,B站崩了,61,0.7999362349510193
2023-04-26,游客订淄博酒店被通知只用付一半,236,0.8377037048339844
2023-04-26,京东崩了,117,0.9330885410308838
2023-04-26,订五一三亚民宿拒退单遭威胁辱骂,213,0.946638822555542
2023-04-26,养猫的千万不要买这个凳子,71,0.9283957481384277
2023-04-26,威少失误,175,0.8616997003555298
2023-04-26,阿里云史上最大规模降价,204,0.8215558528900146
2023-04-26,试用期的最后一天被辞退了,205,0.8599167466163635
2023-04-26,伦纳德右膝半月板撕裂,27,0.8543268442153931
2023-04-26,新员工交接到一半想离职了,241,0.8203853964805603
2023-04-26,崩坏星穹铁道,78,0.8601438403129578
2023-04-19,多个皮皮鲁近似商标申请被驳回,214,0.8831815123558044
2023-04-19,穿洞洞鞋千万要小心,28,0.8861814737319946
2023-04-19,京东崩了,14,0.9330885410308838
2023-04-19,摆摊卖烤肠真能月入过万吗,238,0.9136174321174622
2023-04-19,让浴室地面倾斜十五度,264,0.8037703037261963
2023-04-19,于正买翡翠被骗,72,0.9677146077156067
2023-04-19,被小学同学抄袭了人生,9,0.8447349071502686
2023-04-19,苹果手机失去市场份额第一,81,0.7882340550422668
2023-04-19,100天后成都见,1,0.8883073925971985
2023-04-19,长峰医院火灾现场仍有烧焦味道,170,0.8223794102668762
2022-05-03,LESSERAFIM金采源Cover视频,101,0.3091859817504883
2022-05-03,河北迁安通报不当劝阻春耕,90,0.3551642894744873
2022-05-03,印尼通报三名儿童死于不明原因急性肝炎,263,0.25597113370895386
2022-05-03,辣目洋子演出了成年人的无奈,128,0.04641813039779663
2022-05-03,灰烬Alex,35,0.0496443510055542
2022-05-03,煤气罐滚落女子飞奔拦下,294,0.43537795543670654
2022-05-03,线缆垂落警民联手托举40分钟,275,0.33545565605163574
2022-05-03,美国暴发马流感疫情,252,0.3450653553009033
2022-05-03,难听,316,0.9769797325134277
2022-05-04,密室大逃脱,284,0.12976378202438354
2022-05-04,飞马间谍软件如何入侵手机,246,0.5514854192733765
2022-05-04,心疼喜欢你3李俊良,184,0.021633505821228027
2022-05-04,王濛说自己上热搜第一心里咯噔咯噔的,70,0.15648245811462402
2022-05-04,重生之门月神之泪,46,0.04346340894699097
2022-05-04,灰烬Alex,299,0.0496443510055542
2022-05-04,普京发布经贸领域反制措施,112,0.09012532234191895
2022-05-04,社区为封控区高危孕妇开辟绿色通道,83,0.03245413303375244
2022-05-04,无忧渡,189,0.04102104902267456
2023-04-27,CL被曝耍大牌,139,0.9152014255523682
2023-04-27,B太回应被人身攻击,180,0.8767387866973877
2023-04-27,不是搞笑的东西不要往网上发,206,0.9513059258460999
2023-04-27,为什么熟人性侵高发,26,0.8509252071380615
2023-04-27,坏妈妈,251,0.9288344979286194
2023-04-27,侵权迪丽热巴网友已无财产可执行,122,0.8812922835350037
2023-04-27,伦纳德右膝半月板撕裂,292,0.8543268442153931
2023-04-27,不良人,209,0.979822039604187
2023-04-27,店家回应115元8个串骂顾客穷,35,0.9144325256347656
2023-04-18,林某侮辱诽谤江秋莲获刑2年3个月,240,0.8349738121032715
2023-04-18,陈都灵方否认恶意炒作,285,0.8381102085113525
2023-04-18,知乎崩了,101,0.8831918239593506
2023-04-18,黄牛你不要太离谱,211,0.8459972739219666
2023-04-18,间歇性讨厌朋友,282,0.835333526134491
2023-04-18,涉嫌侮辱死者自嗨锅商家被罚80万,29,0.9590750932693481
2023-04-18,千万不要跟风买墨镜,93,0.8387238383293152
2023-04-18,一个洞五百两个洞一千,87,0.9322285056114197
2023-04-18,能不能接受五一放一天不调休,263,0.8379314541816711
2023-04-20,穿洞洞鞋千万要小心,297,0.8861814737319946
2023-04-20,京东崩了,284,0.9330885410308838
2023-04-20,工作人员回应宝马mini被指区别对待,106,0.9426099061965942
2023-04-20,脱轨,178,0.9390206933021545
2023-04-20,小米13Ultra值不值得买,158,0.906976580619812
2023-04-20,100天后成都见,132,0.8883073925971985
2023-04-20,邮政回应员工打人事件,141,0.9125880599021912
2023-04-20,男孩拿手电照商铺玻璃不料玻璃直接碎裂,223,0.950311005115509
2023-04-20,不良人,183,0.979822039604187
2023-04-16,苹果设备不断要求输入AppleID密码,10,0.7829568386077881
2023-04-16,激光雷达是智商税吗,78,0.8034482598304749
2023-04-16,大屏加语音就叫智能车吗,79,0.9115176796913147
2023-04-16,网友质疑长月烬明抄袭仙剑三,264,0.8479730486869812
2023-04-16,摆摊卖周边 去展览馆办展,283,0.9483110904693604
2023-04-16,自助餐饮料柜每瓶都是山寨货,148,0.9502854943275452
2023-04-16,生气容易长结节吗,261,0.90739506483078
2023-04-16,刘捍东被查,193,0.793215811252594
2023-04-16,破音,131,0.9279931783676147
2023-04-16,为什么雨声容易让人犯困,253,0.8257201910018921
2023-04-29,这瓜谁编的,28,0.8948943614959717
2023-04-29,放在整个地铁界是相当炸裂的,211,0.8582571744918823
2023-04-29,常台高速苏州段多车轮胎被扎,141,0.8620708584785461
2023-04-29,面子和面全掉地上了,133,0.9321461915969849
2023-04-29,因为穿衣风格直接丢了工作,148,0.8816279768943787
2023-04-29,北京已严重拥堵,118,0.8489208221435547
2023-04-29,海底捞一门店睡满人导致无法用餐,2,0.8760223984718323
2023-04-29,这是哪个国家的肉夹馍,274,0.9042665958404541
2023-04-29,不行师父系上它就不帅了,223,0.9185142517089844
2023-04-11,你是什么门,352,0.912764310836792
2023-04-11,没点才艺都不配哄娃了吗,288,0.8835089206695557
2023-04-11,什么是失望性情感隔离,163,0.9689912796020508
2023-04-11,仅1成多人拒绝下班秒回工作,46,0.8983669281005859
2023-04-11,石楠花好臭,316,0.877600371837616
2023-04-11,竹筒奶茶 发霉,346,0.9338889718055725
2023-04-11,变质的椰子会产生椰毒假单胞菌,264,0.8957934975624084
2023-04-11,劣质衣服居然有致癌风险,19,0.9789313077926636
2023-04-11,网购别再只会看销量了,291,0.9255238175392151
2023-04-11,石楠花又腥又臭为何还大面积种,145,0.9483907222747803
2022-04-03,宜宾通报幼儿园使用变质食材,149,0.6403296589851379
2022-04-03,傻狍子误闯农家院实力证明傻到家,287,0.44468075037002563
2022-04-03,疲劳状态下坚持运动有受伤风险,29,0.4340564012527466
2022-04-03,纪云禾出逃失败,308,0.7928378582000732
2022-04-03,200余头离世警犬寿命大部分不满10年,42,0.7768133878707886
2022-04-03,动物表演的背后有多残忍,326,0.6359358429908752
2022-04-03,豆瓣崩了,218,0.8503484725952148
2022-04-03,俄方称俄乌谈判进行得不易,50,0.34555792808532715
2022-04-03,成年人崩溃都是悄无声息的,70,0.10705465078353882
2022-04-04,又一次见证了生命的顽强,206,0.008557260036468506
2022-04-04,让英语老师崩溃的瞬间,295,0.19633853435516357
2022-04-04,原来是老师啊全员笨蛋,182,0.3867448568344116
2022-04-04,女子花钱发论文被骗1万多还遭威胁,123,0.846332848072052
2022-04-04,无业女子自称王母娘娘诈骗487万,271,0.6094916462898254
2022-04-04,花生油复用3次致癌物升高超10倍,55,0.9510645270347595
2022-04-04,顾清俞十分后悔误解施源,259,0.8380844593048096
2022-04-04,造谣婴儿做核酸被捅死女子被传唤,150,0.40455466508865356
2022-04-04,念念无明,198,0.22617346048355103
2022-04-05,范加尔身患前列腺癌,290,0.049360454082489014
2022-04-05,成都大雾,251,0.6775997877120972
2022-04-05,多名男子嫌疫情期间无聊相约深夜飙车,138,0.34442663192749023
2022-04-05,七旬老人步履蹒跚地飞奔,49,0.35292303562164307
2022-04-05,网传上海快递员成片阳性消息不实,76,0.8868381381034851
2022-04-05,睡眠不足5小时更容易引发癌症,235,0.5192669630050659
2022-04-05,难听,284,0.9769797325134277
2022-04-05,网友吐槽公厕标识混乱难以识别,152,0.7888696789741516
2022-04-02,妈妈辅导孩子作业到崩溃大哭,267,0.07518821954727173
2022-04-02,百位电竞人作画守护孤独症儿童,182,0.07256180047988892
2022-04-02,赵露思告P图造谣网友胜诉,159,0.7236188650131226
2022-04-02,大侦探第七季好心酸,145,0.00931549072265625
2022-04-02,黄锐假摔骗余沐阳做肥肠粉,82,0.7429406046867371
2022-04-02,快递乱丢的后果太可怕了,225,0.9092293381690979
2022-04-02,财务误入假公司群被骗45万,234,0.8753379583358765
2022-04-02,养猫能让人有多卑微,202,0.02351754903793335
2022-04-02,纪云禾眼里没有光了让人心疼,199,0.39335960149765015
2022-04-15,女子预约HPV疫苗陷入杀鱼盘骗局,243,0.4517468214035034
2022-04-15,山东泰山门将失误,49,0.5551546216011047
