keywords,score
32岁残疾小伙跳河救回落水母女,0.9941834807395935
吴勇,0.008805036544799805
丹东此次疫情是一轮新的疫情,0.012346208095550537
你俩到底牵不牵手啊,0.010031819343566895
法院曾查明人教社与吴勇个人签订合同,0.016520261764526367
羽生结弦水浇自己,0.008476495742797852
张大仙XYG双榜第一,0.010446906089782715
践行嘱托十年间,0.0128403902053833
罗大佑线上演唱会,0.009272336959838867
腾讯视频暑期待播剧片单,0.012184858322143555
时代少年团全员为刘耀文萌探2打call,0.009530067443847656
刘恋不愧是北大学霸,0.008638322353363037
3名无资质人员违规核酸采样被警方查获,0.9941458702087402
20岁朱一龙大胡子造型,0.009362876415252686
光阴的故事,0.9939038157463074
盼望长大的童年,0.009367108345031738
王心凌镜头,0.9938623905181885
李易峰说要坚持当一个好演员,0.009612739086151123
郭麒麟说自己是被包青天庇佑的男人,0.01058119535446167
阿Sa坐姿,0.9940769672393799
冰淇淋就得吃水果味,0.011524081230163574
Gala状态,0.9941932559013367
乐爱豆,0.008618652820587158
微博海选教材插图,0.00883173942565918
BA小兽担任AG主教练,0.01581352949142456
新华字典,0.00835353136062622
停止北京金准医学检验实验室执业,0.9926754832267761
货车司机遇弹窗车中自行隔离30小时,0.9924347400665283
2022年内应偿还的国家助学贷款免息,0.00876086950302124
偶像梦幻祭,0.008626759052276611
乔家的儿女重聚开始推理吧,0.009156107902526855
初晨解约,0.00891965627670288
蔡徐坤和狗狗出场好酷,0.009321391582489014
RNG晋级MSI决赛,0.008579850196838379
Bin的船长,0.008840858936309814
下班后收到工作消息应该回吗,0.102070152759552
郑秀妍一公舞台选了时代少年团要你管,0.08961015939712524
密室大逃脱杨幂上班路透,0.9940670728683472
自制多功能铁饭碗,0.008495867252349854
吴勇朋友称其前往中央美院任教,0.009393095970153809
防水防臭主要看地漏,0.0099373459815979
EG拜管泽元,0.017765700817108154
人教Pad定价超4000元,0.010979712009429932
开始推理吧周深差点被风刮走,0.042279720306396484
RNG零封EG,0.009915351867675781
王心凌镜头,0.9938623905181885
那英 淡黄的长裙蓬松的头发,0.9489092230796814
北京封管控区大白上门照顾留守宠物,0.9939761161804199
刘宇宁开推任职宠物寄养师,0.010882794857025146
RNG对战EG,0.008908569812774658
北京新增感染者中无社会面筛查人员,0.017530322074890137
密室大逃脱,0.994176983833313
真的有月子病这种病吗,0.9940080642700195
王一博一年官宣四部电影,0.010820388793945312
住户从3楼扔下幼猫称就是故意的,0.01654183864593506
彭昱畅录制密室大逃脱,0.9940540194511414
2022KPL夏季转会期,0.009049177169799805
萌探探探案第二季开播,0.009247422218322754
古龙的一生有多传奇,0.008533835411071777
羽生结弦首日公演,0.008624851703643799
你第一次想到退休是什么时候,0.04896265268325806
插画,0.00874871015548706
北京本轮疫情早期传播链基本被切断,0.9790915846824646
警方回应钱塘江现浮尸排除刑案,0.994082510471344
北京丰台开通13条心理服务热线,0.009073138236999512
北京新增20例本土感染者,0.027969658374786377
刘宇跳什么,0.009050428867340088
Hero主教练久哲回归,0.009258866310119629
亚马逊贫民窟,0.9936187267303467
北京金准医学检验实验室17人被采取强制措施,0.9939272403717041
乘风破浪淘汰,0.9941959381103516
吴勇谈毕业被分配政教编辑室,0.015575528144836426
中国人有多喜欢吃辣,0.008737683296203613
北京房山区卫健委副主任等三人接受审查调查,0.7840620279312134
文学博士进火场1手1个救出姐弟俩,0.03001195192337036
豹纹芒果,0.9937692284584045
RNG拿到赛点,0.008587002754211426
怪奇物语,0.9692115187644958
三拼水果厚切酸奶,0.009454965591430664
中国空间站超高清示意图,0.009452760219573975
年轻人为啥不用手机壳了,0.013035178184509277
极简版包粽子,0.8851131796836853
吴谨言帮王心凌吃兔头像极了挡酒,0.962180495262146
人民日报评人教版数学教材配图争议,0.9941301941871643
杭州下沙连环杀人系谣言,0.9941973686218262
吴勇曾表示书籍设计是一种情怀,0.010462403297424316
蔡卓妍你给我坐好,0.008394122123718262
EG拜管泽元,0.017765700817108154
难听,0.9941954016685486
MSI半决赛,0.008542120456695557
RNG先下一城,0.008912622928619385
人教社的生意版图,0.009239673614501953
一条plog告别五月,0.011036157608032227
vivi建议刘畊宏把周杰伦写的歌先发了,0.026070475578308105
扁鹊治病儿童绘本插图,0.9594718813896179
妈妈给大学儿子寄400个粽子,0.013756334781646729
王者萌盒登场,0.008814632892608643
北京吴勇设计工作室无工商登记信息,0.9919272661209106
消防员从火场救出的奶狗改变了狗生,0.012645900249481201
广东联通致歉,0.009209394454956055
梦华录里的市井烟火气,0.010052740573883057
吴勇尚未正面回应引争议插图,0.9940488338470459
北京金准医学实验室曾因医疗违规被罚,0.9941237568855286
沙溢吐槽吴彤无实物敬酒,0.9941529631614685
乘风破浪,0.9941452741622925
库里西决MVP,0.008575677871704102
业者称人教版数学教材画者应无恶意,0.9939633011817932
乘风破浪弹幕,0.9928481578826904
北京顺义启动120延迟救治急症患者调查,0.9935572743415833
图书流汗啦已下架,0.994157075881958
把握有利条件激发信心动力,0.008661866188049316
中国居民户均资产约134.4万元,0.01146620512008667
居民用画笔定格抗疫瞬间,0.9861515164375305
黄渤王一博出演大鹏新作,0.008668899536132812
东方娃娃,0.008492112159729004
那英演我,0.008416175842285156
宁静阿娇好像偶像剧,0.008619964122772217
30岁和20岁最大的不同是什么,0.011593937873840332
北京警方对金准医学检验实验室立案侦查,0.9919030070304871
乘风破浪选曲,0.9937679767608643
奔跑吧今晚有撕名牌,0.9941233992576599
知更鸟,0.00847017765045166
硬糖少女新歌狂飙辣妹风,0.9941230416297913
处理问题教材该举一反三深挖根源,0.009022355079650879
流汗啦插图引争议编辑部回应,0.9941889047622681
勇士晋级总决赛,0.00853109359741211
女子被拐10年刷到熟人视频求救,0.9941508173942566
难听,0.9941954016685486
乘风破浪一公分组,0.9929855465888977
教育部,0.008431494235992432
张天爱乘风破浪火星文式笔记,0.01110309362411499
关乎审美更关乎价值,0.008742094039916992
萧敬腾 四川,0.9924851059913635
女子居家晒厨艺误发工作群,0.9940671920776367
陈梦初夏海边胶片风大片,0.009197771549224854
人教版数学教材不仅是美丑问题,0.9938856959342957
SEVENTEEN正规四辑回归,0.008454501628875732
刘宇宁白愁飞角色曲凌云寂,0.9941604733467102
起底争议插画设计师吴勇,0.9941199421882629
男子家暴妻子被责令接受心理干预,0.9941146969795227
勇士西部冠军,0.008482515811920166
金色血统,0.011188030242919922
男童被卷车底所有车全部停车帮忙,0.9911700487136841
吕敬人,0.008810162544250488
双bo狂喜,0.9933502078056335
李易峰集抛脸,0.993843674659729
刘畊宏分享周杰伦给自己写歌经过,0.008556544780731201
勇士8年6进总决赛,0.008529484272003174
杂志社回应儿童绘本舔汗配图争议,0.994175136089325
共筑多重抗疫防线,0.35853898525238037
勇士4比1独行侠,0.008674860000610352
勇士队捧杯时刻,0.00927668809890747
电影热烈开机,0.009629666805267334
5岁孩子怎么看争议教材插图,0.9941161870956421
应届生因毕业年龄超24岁被中国联通解约,0.015042543411254883
王者英雄萌新图鉴,0.008482158184051514
律师解读儿童绘本舔汗配图争议,0.9941830039024353
中国式健身走红海外,0.06103050708770752
停电后老师打手电筒看电脑被指作假,0.9941775798797607
高三老师数卷子速度堪比点钞机,0.012286782264709473
端午火车票提前退可免手续费,0.011159956455230713
宋雨琦直拍,0.008658349514007568
成都消费券,0.012804150581359863
货拉拉因非法客运被罚20万,0.9941518902778625
乌合麒麟,0.011250138282775879
独行侠vs勇士,0.01072239875793457
库里崴脚,0.994176983833313
美军被曝未经许可在印尼进行生物实验,0.9940363168716431
电影热烈概念海报,0.011557161808013916
视觉中国回应8元奥迪照片质疑,0.994137167930603
睡觉时身体突然抖一下可能是太累了,0.9801819920539856
雷利奥塔去世,0.6275275945663452
谷爱凌亮相掮客戛纳红毯,0.01042783260345459
羽生结弦说4A一直是他的目标,0.009299695491790771
真的很建议大家尝尝肉粽子,0.008954346179962158
朱一龙六公主谁更记仇,0.9177229404449463
汕头大学,0.008409440517425537
有一种无悔叫高三,0.009583234786987305
高考倒计时,0.011111080646514893
哆啦A梦终极海报,0.009621381759643555
102岁老战士生日穿上志愿军军装,0.01630336046218872
被20款手游防沉迷测评结果惊到了,0.992304265499115
上海新增45例本土确诊219例本土无症状,0.02446192502975464
618预售,0.013918876647949219
这小猫咪是干维修的吧,0.0104866623878479
布林肯称美国决心避免与中国发生新冷战,0.1811906099319458
深圳天气,0.010910332202911377
预防近视红黑榜,0.04134798049926758
孩子在校吃饭把虾仁留给患病哥哥,0.9935287833213806
吴勇,0.008805036544799805
东方娃娃,0.008492112159729004
哪吒之魔童闹海海报,0.9939526915550232
北京昨日增22例本土确诊,0.012472927570343018
高考倒计时,0.011111080646514893
乌合麒麟,0.011250138282775879
国防部质问哪来的海峡中线,0.9922950267791748
范丞丞自曝出道后还被星探发名片,0.011295020580291748
女子回应哄娃崩溃狂扇自己耳光,0.9941774606704712
中国人民解放军敢于出手敢打必胜,0.008465349674224854
台媒曝张庭夫妇反告大陆官方,0.9939051270484924
乐华盲盒如何避开隐藏款杜华,0.9843855500221252
会睡觉的鱼,0.009955763816833496
30楼飞下一碗麻辣烫女子当场被砸晕,0.9941450953483582
北京新增确诊病例详情,0.00999385118484497
反华势力联合炒作猴痘谣言抹黑中国,0.9941638112068176
5月26日新增本土确诊80例,0.010938763618469238
小伙耳朵半夜爬进蟑螂钻心疼痛,0.9941955208778381
布林肯发表美对华政策演讲,0.008391082286834717
宋亚轩说要学会从恶评中改善自己,0.971341609954834
羽生结弦 彩排,0.008533358573913574
北京一阳性男子居家隔离期间摘口罩买烟,0.9768660068511963
迷路小朋友在派出所顺便吃了个蛋糕,0.016302525997161865
去年的购物车配不上今年的我,0.9675002098083496
六公主镜头下明星六大特质,0.010172009468078613
这里不是敦煌这里是重庆,0.04124170541763306
爸爸不常对女儿说我爱你的原因,0.014571130275726318
爱奇艺首次实现季度盈利,0.00977557897567749
喻言直播回应新歌质疑,0.9941977262496948
宁艺卓好辣,0.008511185646057129
中国入境日本无需检测隔离,0.008689284324645996
医生将8岁女孩恒牙当乳牙错拔,0.013401985168457031
广西出现700米长龙船游弋河中,0.008871793746948242
堵死劣迹艺人变相复出缺口,0.994195818901062
宋亚轩 三个少年,0.010113716125488281
日方舰机这个御用摄影师不要也罢,0.9933333992958069
余生和爱情都来了,0.009113907814025879
河北健康码新增核酸检测倒计时,0.009277939796447754
研究称适量吃鸡蛋有利心脏健康,0.010708630084991455
余生请多指教二刷指南,0.008580684661865234
杭州常态化核酸延长至72小时,0.011333703994750977
河南武陟返乡大学生被要求喝3天中药,0.9940764904022217
带状疱疹到底有多疼,0.9941532015800476
人教版数学教材配图争议暴露哪些问题,0.9941115975379944
人教版语文插画,0.044114887714385986
延边大学月薪4千招博士已有人报名,0.00949007272720337
羽生结弦4T,0.008615493774414062
董明珠承诺不裁员,0.015381395816802979
教材封面变迁史,0.009193122386932373
山西要求退还此前返乡学生隔离费用,0.9783613085746765
杭州核酸,0.010803937911987305
在张家界邂逅绝美星空有多浪漫,0.0087013840675354
孤勇者词作者回应歌曲成儿歌,0.9939084053039551
原生家庭破碎的孩子有多敏感,0.9940935969352722
WE官宣smlz加入,0.014382779598236084
中国新闻网连麦熊丙奇,0.013461828231811523
深空之眼,0.9941940903663635
这就是浓颜的破碎感吧,0.9941347241401672
反转人生 编剧,0.011093854904174805
阿里张勇说物流供应链是商业恢复关键,0.009300172328948975
aespa校庆舞台直拍,0.010686695575714111
飞盘,0.008407950401306152
西安一毕业生找导员签永久离校假条,0.9925727844238281
反转人生 编剧,0.011093854904174805
原来王心凌参加过恋综,0.019146323204040527
警惕00或加号开头陌生境外来电,0.9941855072975159
江西用过水门礼迎援沪人员回家,0.9865506887435913
嘉兴的雨,0.013005673885345459
涛卿,0.009098291397094727
定金人的统一睡姿,0.008561849594116211
暗夜行者上头,0.009476125240325928
